Word	IPA	SCA	Source	Concept_ID	Cognate_Set_ID
mãna (or mãma)	mãna (or mãma)	MNAORMMA	ediana	(unknown)	-
manaxine-	manaxine-	MANAKINE	ediana	(title)	-
mara-	mara-	MARA	ediana	law	-
marazi(je)-	maratsi(je)-	MARATSIYE	ediana	of_the_judge	-
maxa-	maxa-	MAKA	ediana	(unknown)	-
maxani	maxani	MAKANI	ediana	(unknown)	-
maxi-	maxi-	MAKI	ediana	(unknown)	-
=mẽ	=mẽ	M	ediana	likewise	-
medbijahe/i-	medbijaxe/i-	MEDBIYAKEI	ediana	wine-dark_(?)	-
medije-(ti)	medije-(ti)	MEDIYETI	ediana	(unknown)	-
meipẽme	meipẽme	MEIPME	ediana	(unknown)	-
mel(e)i-(di)	mel(e)i-(di)	MELEIDI	ediana	to_approve	-
melitẽ	melitẽ	MELIT	ediana	(unknown)	-
mesijas	mesijas	MESIYAS	ediana	(unknown)	-
mla-	mla-	MLA	ediana	votive_offering_(vel_sim.)	-
mlatraza-	mlatratsa-	MLATRATSA	ediana	official_in_charge_of_votive_offerings_(vel_sim.)	-
mlm͂m(e)i-(di)	mlm͂m(e)i-(di)	MLMMEIDI	ediana	(a_verb_of_offering)	-
mlttaime/i-	mlttaime/i-	MLTTAIMEI	ediana	honey-sweet	-
mrbbẽ(n)-	mrbbẽ(n)-	MRBBN	ediana	dark_color_(?)	-
muneit(i)-	muneit(i)-	MUNEITI	ediana	(unknown)	-
munikleime-	munikleime-	MUNIKLEIME	ediana	(a_kind_of_payment)	-
mupm̃me/i-	mupm̃me/i-	MUPMMEI	ediana	as_many_as_four	-
m̃ma(i)-(di)	m̃ma(i)-(di)	MMAIDI	ediana	to_build	-
m̃mai(je)-	m̃mai(je)-	MMAIYE	ediana	pertaining_to_buildings_(vel_sim.)	-
m̃m(e)i-(di)	m̃m(e)i-(di)	MMEIDI	ediana	to_build_(vel_sim.)	-
m̃me/i-	m̃me/i-	MMEI	ediana	building	-
m̃mẽt(i)-	m̃mẽt(i)-	MMTI	ediana	having_buildings_(vel_sim.)	-
nelede	nelede	NELEDE	ediana	marketplace	-
nele(/i)-	nele(/i)-	NELEI	ediana	settlement	-
neleze/i-	neletse/i-	NELETSEI	ediana	of_the_agora	-
neu	neu	NEU	ediana	no_longer_(?)	-
nun͂tãta	nun͂tãta	NUNTTA	ediana	nine(teen)	-
nure/i-	nure/i-	NUREI	ediana	new_moon	-
ñnaha- (señnaha)	ɲnaxa- (seɲnaxa)	NNAKASENNAKA	ediana	(an_official)	-
ñnaza-	ɲnatsa-	NNATSA	ediana	(unknown)	-
ñne-(ti)	ɲne-(ti)	NNETI	ediana	(unknown)	-
ñtada- (ñtele)	ɲtada- (ɲtele)	NTADANTELE	ediana	funerary_chamber	-
ñtata-	ɲtata-	NTATA	ediana	burial_chamber	-
ñtawãta-	ɲtawãta-	NTAWTA	ediana	access_(?)	-
ñtemle-	ɲtemle-	NTEMLE	ediana	sanctuary	-
ñtenẽ	ɲtenẽ	NTEN	ediana	(unknown)	-
ñtere/i-	ɲtere/i-	NTEREI	ediana	(a_title)_(?)	-
ñterewete(/i)-	ɲterewete(/i)-	NTEREWETEI	ediana	(unknown)	-
ñtereze/i-	ɲteretse/i-	NTERETSEI	ediana	(unknown)	-
ñtewẽ	ɲtewẽ	NTEW	ediana	in_front_of	-
ñtipa-	ɲtipa-	NTIPA	ediana	(unknown)	-
ñtuweriha-	ɲtuwerixa-	NTUWERIKA	ediana	auxiliary_(troop)_(?)	-
ñzzi(je)-	ɲtstsi(je)-	NTSTSIYE	ediana	our	-
pabla-(ti)	pabla-(ti)	PABLATI	ediana	(unknown)	-
pabra-(ti)	pabra-(ti)	PABRATI	ediana	to_commission	-
padrãta-	padrãta-	PADRTA	ediana	(unknown)	-
partta-	partta-	PARTTA	ediana	(unknown)	-
parttala-	parttala-	PARTTALA	ediana	(a_title)(?)	-
pddãt(i)-	pddãt(i)-	PDDTI	ediana	place	-
pddẽnehm̃me/i-	pddẽnexm̃me/i-	PDDNEKMMEI	ediana	ruler	-
pddẽ	pddẽ	PDD	ediana	in_front_of	-
pddẽ(n)-	pddẽ(n)-	PDDN	ediana	plain	-
=pe	=pe	PE	ediana	(particle)	-
pede(/i)-	pede(/i)-	PEDEI	ediana	foot	-
perepñ	perepɲ	PEREPN	ediana	further	-
pibere	pibere	PIBERE	ediana	(unknown)	-
pibije-(ti)	pibije-(ti)	PIBIYETI	ediana	to_give	-
pideneze(/i)-	pidenetse(/i)-	PIDENETSEI	ediana	(unknown)	-
pihesi	pixesi	PIKESI	ediana	(unknown)	-
pijata-	pijata-	PIYATA	ediana	donation	-
pije-(ti)	pije-(ti)	PIYETI	ediana	to_give	-
pise	pise	PISE	ediana	(unknown)	-
pla-(di)	pla-(di)	PLADI	ediana	(unknown)	-
plm̃ma-	plm̃ma-	PLMMA	ediana	(unknown)	-
plqqa	plkʷkʷa	PLKKA	ediana	(unknown)	-
pñtbahe/i-	pɲtbaxe/i-	PNTBAKEI	ediana	(unknown)	-
pn͂nuta-	pn͂nuta-	PNNUTA	ediana	five	-
prulija-	prulija-	PRULIYA	ediana	booty	-
przze/i-	prtstse/i-	PRTSTSEI	ediana	foremost	-
przzidi(je)-	prtstsidi(je)-	PRTSTSIDIYE	ediana	of_the_first_rank	-
punãmad(i)-	punãmad(i)-	PUNMADI	ediana	totality	-
punemedeze/i-	punemedetse/i-	PUNEMEDETSEI	ediana	all	-
punerebe	punerebe	PUNEREBE	ediana	(unknown)	-
puta-	puta-	PUTA	ediana	(sacrificial_animal)	-
puwa-	puwa-	PUWA	ediana	goat	-
pzzi-(ti)	ptstsi-(ti)	PTSTSITI	ediana	to_instruct	-
pzzideze-	ptstsidetse-	PTSTSIDETSE	ediana	(unknown)	-
qa-(ti)	kʷa-(ti)	KATI	ediana	to_strike	-
qanuwe-(ti)	kʷanuwe-(ti)	KANUWETI	ediana	to_cause_to_be_destroyed	-
qarazutazi	kʷaratsutatsi	KARATSUTATSI	ediana	(unknown)	-
qas-(ti)	kʷas-(ti)	KASTI	ediana	to_destroy	-
qebeli(je)-	kʷebeli(je)-	KEBELIYE	ediana	(unknown)	-
qehñni-(ti)	kʷexɲni-(ti)	KEKNNITI	ediana	to_rent	-
qehn͂n-	kʷexn͂n-	KEKNN	ediana	rental_(?)	-
qele(/i)-	kʷele(/i)-	KELEI	ediana	enclosure_(?)	-
qla-	kʷla-	KLA	ediana	precinct	-
qñtati	kʷɲtati	KNTATI	ediana	(unknown)	-
qriraha-	kʷriraxa-	KRIRAKA	ediana	(unknown)	-
qñnãkba	kʷɲnãkba	KNNKBA	ediana	twelve_(?)	-
rm̃mazata-	rm̃matsata-	RMMATSATA	ediana	monthly_delivery/interval	-
sberide	sberide	SBERIDE	ediana	(unknown)	-
si-	si-	SI	ediana	to_lie	-
side/i-	side/i-	SIDEI	ediana	husband	-
sijeze/i-	sijetse/i-	SIYETSEI	ediana	(unknown)	-
sixla-	sixla-	SIKLA	ediana	lycian_stater_(coin)	-
sm̃ma-(ti)	sm̃ma-(ti)	SMMATI	ediana	to_bind	-
sñta	sɲta	SNTA	ediana	10	-
stta-(ti)	stta-(ti)	STTATI	ediana	to_stand	-
sunemamadi	sunemamadi	SUNEMAMADI	ediana	(unknown)	-
suti	suti	SUTI	ediana	(unknown)	-
suxinaje	suxinaje	SUKINAYE	ediana	(pn)_(?)	-
ta-(di)	ta-(di)	TADI	ediana	to_place_(horizontally)	-
tahñta-	taxɲta-	TAKNTA	ediana	dwelling_for_cattle	-
tãma-	tãma-	TMA	ediana	house	-
tãmad(i)-	tãmad(i)-	TMADI	ediana	building_complex_(vel_sim.)	-
tas-(ti)	tas-(ti)	TASTI	ediana	to_place_(imperf.)	-
tawa-	tawa-	TAWA	ediana	eye	-
tddãta	tddãta	TDDTA	ediana	nourishing	-
tebe-(ti)	tebe-(ti)	TEBETI	ediana	to_defeat	-
tede/i-	tede/i-	TEDEI	ediana	father	-
tehlus-	texlus-	TEKLUS	ediana	(unknown)	-
telẽzije-	telẽtsije-	TELTSIYE	ediana	army	-
tere(/i)-	tere(/i)-	TEREI	ediana	district	-
teri, terñ	teri, terɲ	TERITERN	ediana	when	-
terihe	terixe	TERIKE	ediana	third	-
tese-	tese-	TESE	ediana	oath	-
tetere/i-	tetere/i-	TETEREI	ediana	town	-
tewẽte	tewẽte	TEWTE	ediana	opposite	-
tewinaza-	tewinatsa-	TEWINATSA	ediana	(title)	-
teze/i-	tetse/i-	TETSEI	ediana	sarcophagus	-
tibera[	tibera[	TIBERA	ediana	(unknown)	-
tidere/i-	tidere/i-	TIDEREI	ediana	collacteus	-
tijala-	tijala-	TIYALA	ediana	(a_title)	-
tiluma	tiluma	TILUMA	ediana	(unknown)	-
tisn͂ke	tisn͂ke	TISNKE	ediana	any_(kind_of)	-
tixzzidi (tixzzi)	tixtstsidi (tixtstsi)	TIKTSTSIDITIKTSTSI	ediana	(unknown)	-
tllaxñta-	tllaxɲta-	TLLAKNTA	ediana	payment_standard	-
tm͂pere/i-	tm͂pere/i-	TMPEREI	ediana	(unknown)	-
trijatrbbahe/i-	trijatrbbaxe/i-	TRIYATRBBAKEI	ediana	(unknown)	-
trijere-	trijere-	TRIYERE	ediana	trireme	-
trisñne/i-	trisɲne/i-	TRISNNEI	ediana	three-year_old	-
trppeme/i-	trppeme/i-	TRPPEMEI	ediana	trio_(?)	-
trqqñt-	trkʷkʷɲt-	TRKKNT	ediana	storm-god	-
truwepeija-	truwepeija-	TRUWEPEIYA	ediana	(unknown)	-
tta-(di)	tta-(di)	TTADI	ediana	to_place	-
tti-(ti)	tti-(ti)	TTITI	ediana	to_cause_(sth.)_to_be_paid_(redupl.)	-
ttl(e)i-(di)	ttl(e)i-(di)	TTLEIDI	ediana	to_pay	-
tube-(di)	tube-(di)	TUBEDI	ediana	to_agree_(vel_sim.)	-
tupazali(je)-	tupatsali(je)-	TUPATSALIYE	ediana	(unknown)	-
tupe/i-	tupe/i-	TUPEI	ediana	tablet_(?)	-
tupelezi(je)-	tupeletsi(je)-	TUPELETSIYE	ediana	scribe_(?)	-
tupelija-	tupelija-	TUPELIYA	ediana	inscription_(?)	-
tupm̃me/i-	tupm̃me/i-	TUPMMEI	ediana	twice_as_many	-
turawa-	turawa-	TURAWA	ediana	(unknown)	-
turllije-	turllije-	TURLLIYE	ediana	(unknown)	-
tus-(ti)	tus-(ti)	TUSTI	ediana	to_repeatedly_place_(vertically)	-
tuwere/i-	tuwere/i-	TUWEREI	ediana	companion_of_the_offering_(?)	-
tuwi(je)-	tuwi(je)-	TUWIYE	ediana	your_(?)	-
ube-(ti)	ube-(ti)	UBETI	ediana	to_donate	-
uh(i)-	ux(i)-	UKI	ediana	year	-
ukehezi(je)-	ukexetsi(je)-	UKEKETSIYE	ediana	(unknown)	-
unabãm̃me/i-	unabãm̃me/i-	UNABMMEI	ediana	(unknown)	-
upahe/i-	upaxe/i-	UPAKEI	ediana	(unknown)	-
]upezide	]upetside	UPETSIDE	ediana	(unknown)	-
urazi(je)-	uratsi(je)-	URATSIYE	ediana	of_the_heavy_standard_(?)	-
urubi	urubi	URUBI	ediana	(unknown)	-
uwadraxi-	uwadraxi-	UWADRAKI	ediana	cattle_sacrifice	-
uwe-(ti)	uwe-(ti)	UWETI	ediana	to_favor	-
wam̃ãt(i)-	wam̃ãt(i)-	WAMTI	ediana	(unknown)	-
wasaza-	wasatsa-	WASATSA	ediana	(title)	-
wawadra-	wawadra-	WAWADRA	ediana	herd_of_cattle_(?)	-
wawa-/uwa-	wawa-/uwa-	WAWAUWA	ediana	bovine	-
wazzis-	watstsis-	WATSTSIS	ediana	(military_troop)	-
=we / =uwe	=we / =uwe	WEUWE	ediana	(particle)	-
wedrẽñne/i-	wedrẽɲne/i-	WEDRNNEI	ediana	of_a_city_state	-
weh-	wex-	WEK	ediana	pasture_(?)	-
wete/i-	wete/i-	WETEI	ediana	mountain_(?)	-
wezzeime/i-	wetstseime/i-	WETSTSEIMEI	ediana	beloved_(?)	-
xabadrana-	xabadrana-	KABADRANA	ediana	(unknown)	-
xadrñna	xadrɲna	KADRNNA	ediana	(unknown)	-
xaha-	xaxa-	KAKA	ediana	hearth_(altar)	-
xal-(ti)	xal-(ti)	KALTI	ediana	to_take_control_of	-
xal(i)-	xal(i)-	KALI	ediana	enclosure	-
xawale-	xawale-	KAWALE	ediana	(unknown)	-
xawari	xawari	KAWARI	ediana	(unknown)	-
xba-(ti)	xba-(ti)	KBATI	ediana	to_inflict	-
xba(i)-(di)	xba(i)-(di)	KBAIDI	ediana	to_irrigate	-
xddaza-	xddatsa-	KDDATSA	ediana	slave	-
xi-	xi-	KI	ediana	to_perform_an_offering/sacrifice	-
xis-(ti)	xis-(ti)	KISTI	ediana	to_offer_(in_sacrifice)	-
xla(i)-(di)	xla(i)-(di)	KLAIDI	ediana	to_take_control_of	-
xñta-(ti)	xɲta-(ti)	KNTATI	ediana	(unknown)	-
xñta	xɲta	KNTA	ediana	(unknown)	-
xñtata-	xɲtata-	KNTATA	ediana	(unknown)	-
xñtawa-(ti)	xɲtawa-(ti)	KNTAWATI	ediana	to_rule	-
xñtawate/i-	xɲtawate/i-	KNTAWATEI	ediana	king	-
xñtawati(je)-	xɲtawati(je)-	KNTAWATIYE	ediana	pertaining_to_the_king	-
xñtla-	xɲtla-	KNTLA	ediana	(title)	-
xrssẽ(n)-	xrssẽ(n)-	KRSSN	ediana	head	-
xruwata-	xruwata-	KRUWATA	ediana	thank_offering	-
xruwe/i-	xruwe/i-	KRUWEI	ediana	offering_(vel_sim.)	-
xssadrapa-	xssadrapa-	KSSADRAPA	ediana	satrap	-
xssaθrapaza-(ti)	xssaθrapatsa-(ti)	KSSATRAPATSATI	ediana	to_rule_as_satrap	-
xtta(i)-(di)	xtta(i)-(di)	KTTAIDI	ediana	to_damage	-
xttba-	xttba-	KTTBA	ediana	damage	-
xubas-	xubas-	KUBAS	ediana	(unknown)	-
xudiwazade	xudiwatsade	KUDIWATSADE	ediana	(unknown)	-
xuga-	xuɡa-	KUGA	ediana	grandfather	-
xul-(ti)	xul-(ti)	KULTI	ediana	(unknown)	-
xupa-	xupa-	KUPA	ediana	grave	-
xuraze[	xuratse[	KURATSE	ediana	(unknown)	-
xurzaza-	xurtsatsa-	KURTSATSA	ediana	(a_professional_title)	-
xurzide	xurtside	KURTSIDE	ediana	(unknown)	-
xuwa-(ti)	xuwa-(ti)	KUWATI	ediana	to_stand_close_to	-
xzzuna	xtstsuna	KTSTSUNA	ediana	(unknown)	-
xñna-	xɲna-	KNNA	ediana	grandmother	-
xñtawata-	xɲtawata-	KNTAWATA	ediana	rule	-
xθθas-	xθθas-	KTTAS	ediana	(unknown)	-
za-	tsa-	TSA	ediana	share	-
za-(ti)	tsa-(ti)	TSATI	ediana	to_give_a_share	-
zala-(ti)	tsala-(ti)	TSALATI	ediana	to_withhold_a_share_(?)	-
zãnaza-	tsãnatsa-	TSNATSA	ediana	(title)	-
zasa-(ti)	tsasa-(ti)	TSASATI	ediana	(med.)_to_be_assigned_(vel_sim.)	-
zbe-(ti)	tsbe-(ti)	TSBETI	ediana	(unknown)	-
ze-(di)	tse-(di)	TSEDI	ediana	to_assign_a_share_(?)	-
ze-(ti)	tse-(ti)	TSETI	ediana	to_take_(imperf.)	-
zehe(/i)-	tsexe(/i)-	TSEKEI	ediana	day_(?)	-
zit(i)-	tsit(i)-	TSITI	ediana	end	-
zum̃me-	tsum̃me-	TSUMME	ediana	damage	-
zxxa-(ti)	tsxxa-(ti)	TSKKATI	ediana	to_fight	-
zxxaza-	tsxxatsa-	TSKKATSA	ediana	warrior	-
zxxazi(je)-	tsxxatsi(je)-	TSKKATSIYE	ediana	of_the_warrior(s)	-
zzatije-	tstsatije-	TSTSATIYE	ediana	share_of_offerings	-
zzimaza-	tstsimatsa-	TSTSIMATSA	ediana	(title)	-
θr(e)i-(di)	θr(e)i-(di)	TREIDI	ediana	to_command_(?)	-
θrm͂ma-	θrm͂ma-	TRMMA	ediana	command_(?)	-
θθe-	θθe-	TTE	ediana	block	-
*tis-	tis-	TIS	ediana	to_shape_(?)	-
tisẽne/i-	tisẽne/i-	TISNEI	ediana	(a_sarcophagus)	-
xawa-	xawa-	KAWA	ediana	sheep	-
a(i)-(di)	a(i)-(di)	AIDI	ediana	to_do	-
ẽnẽ	ẽnẽ	N	ediana	under	-
ẽne/i-	ẽne/i-	NEI	ediana	mother	-
ñte	ɲte	NTE	ediana	in	-
ẽti	ẽti	TI	ediana	down	-
ebe(ñne)-	ebe(ɲne)-	EBENNE	ediana	this_(here)	-
*epe	epe	EPE	ediana	back	-
